CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
89.086.144/0001-16;2025-12-31;2;149480;RANDONCORP S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;1847480.99;297499.24;738497.03;O valor da maior remuneração anual individual do Conselho de Administração foi apurado com informação total de membros. Remuneração Total Anual / Nº de membros - realizado cálculo com a informação total dos membros do Conselho de Administração. O valor da menor remuneração anual individual do Conselho de Administração foi apurado com a exclusão de 2 membros que não exerceram o cargo por 12 meses reconhecido no resultado.
89.086.144/0001-16;2025-12-31;2;149480;RANDONCORP S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;1933634.72;428400.00;853495.53;O valor da maior remuneração anual individual do Conselho de Administração foi apurado com informação total de membros. Remuneração Total Anual / Nº de membros - realizado cálculo com a informação total dos membros do Conselho de Administração. O valor da menor remuneração anual individual do Conselho de Administração foi apurado com a informação total de membros
89.086.144/0001-16;2025-12-31;2;149480;RANDONCORP S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;2110421.94;1412073.66;1590998.30;O valor da maior remuneração anual individual da Diretoria Estatutária foi apurado com a informação total de membros. Remuneração Total / Nº de Membros - realizado cálculo com a informação total dos membros da diretoria. O valor da menor remuneração anual individual da Diretoria Estatutária foi apurado com a informação total de membros.
89.086.144/0001-16;2025-12-31;2;149480;RANDONCORP S.A.;2024-01-01;2024-12-31;Conselho Fiscal;5.00;5.00;175536.00;175536.00;175536.00;O valor da maior remuneração anual individual do Conselho Fiscal com a informação total de membros. Remuneração Total / Nº de membros - realizado cálculo com a informação total dos membros do Conselho Fiscal. O valor da menor remuneração anual individual do Conselho Fiscal foi apurado com a exclusão de 4 membros que não exerceram o cargo por 12 meses reconhecido no resultado.
89.096.457/0001-55;2025-12-31;1;148788;SLC AGRICOLA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;234567.47;234567.47;234567.47;
89.096.457/0001-55;2025-12-31;1;148788;SLC AGRICOLA S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;6.00;748941.49;584761.68;644298.62;
89.096.457/0001-55;2025-12-31;1;148788;SLC AGRICOLA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.67;3.67;6629525.31;1751928.38;5088865.70;
89.096.457/0001-55;2025-12-31;1;148788;SLC AGRICOLA S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;6.00;772486.30;617996.29;695267.20;
89.096.457/0001-55;2025-12-31;1;148788;SLC AGRICOLA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;6828772.35;3815091.69;4666618.01;
89.096.457/0001-55;2025-12-31;1;148788;SLC AGRICOLA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;205276.40;205276.40;205276.40;
89.096.457/0001-55;2025-12-31;1;148788;SLC AGRICOLA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.75;5.75;691564.42;344701.86;582878.54;
89.096.457/0001-55;2025-12-31;1;148788;SLC AGRICOLA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;7191578.31;4112448.76;5044128.38;
89.096.457/0001-55;2025-12-31;1;148788;SLC AGRICOLA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;145988.94;145988.94;145988.94;
89.463.822/0001-12;2025-12-31;3;149485;LUPATECH S.A;2024-01-01;2024-12-31;Conselho de Administração;4.92;4.92;330000.00;198000.00;232025.00;O valor médio da remuneração anual foi calculado mediante a divisão do valor total da remuneração pelo número de membros, considerando que até o mês de outubro havia 05 conselheiros e em novembro/dezembro 04 conselheiros. O valor da menor remuneração anual foi calculado sem a exclusão de qualquer membro do referido órgão.O valor da maior remuneração anual corresponde ao exercício das funções de conselheiro por 12 meses.
89.463.822/0001-12;2025-12-31;3;149485;LUPATECH S.A;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;1980000.00;698310.00;1703875.00;O valor médio da remuneração anual foi calculado mediante a divisão do valor total da remuneração pelo número de membros.O valor da menor remuneração anual foi calculado sem a exclusão de qualquer membro do referido órgão.O valor da maior remuneração anual corresponde ao exercício das funções de diretor por 12 meses.
89.463.822/0001-12;2025-12-31;3;149485;LUPATECH S.A;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;320000.00;192000.00;227741.00;O valor médio da remuneração anual foi calculado mediante a divisão do valor total da remuneração por 5 membros. O valor da menor remuneração anual foi calculado sem a exclusão de qualquer membro do referido órgão.O valor da maior remuneração anual corresponde ao exercício das funções de conselheiro por 12 meses.
89.463.822/0001-12;2025-12-31;3;149485;LUPATECH S.A;2023-01-01;2023-12-31;Diretoria Estatutária;2.17;2.17;2600000.00;627376.00;1788681.00;O valor médio da remuneração anual foi calculado mediante a divisão do valor total da remuneração pelo número de membros.O valor da menor remuneração anual foi calculado sem a exclusão de qualquer membro do referido órgão.O valor da maior remuneração anual corresponde ao exercício das funções de diretor por 12 meses.
89.463.822/0001-12;2025-12-31;3;149485;LUPATECH S.A;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;300000.00;180000.00;216774.00;O valor médio da remuneração anual foi calculado mediante a divisão do valor total da remuneração por 5 membros. O valor da menor remuneração anual foi calculado sem a exclusão de qualquer membro do referido órgão.O valor da maior remuneração anual corresponde ao exercício das funções de conselheiro por 12 meses.
89.463.822/0001-12;2025-12-31;3;149485;LUPATECH S.A;2022-01-01;2022-12-31;Diretoria Estatutária;2.33;2.33;2400000.00;660000.00;1509134.00;O valor médio da remuneração anual foi calculado mediante a divisão do valor total da remuneração pelo número de membros, considerando que até o mês de fevereiro haviam 03 Diretores e nos demais meses apenas 2 Diretores.O valor da menor remuneração anual foi calculado sem a exclusão de qualquer membro do referido órgão.O valor da maior remuneração anual corresponde ao exercício das funções de diretor por 12 meses.
89.637.490/0001-45;2025-12-31;2;149182;KLABIN S.A.;2024-01-01;2024-12-31;Conselho de Administração;14.75;14.75;1391547.15;840684.70;971372.96;
89.637.490/0001-45;2025-12-31;2;149182;KLABIN S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;6.00;26417353.46;7313247.86;10791805.54;
89.637.490/0001-45;2025-12-31;2;149182;KLABIN S.A.;2024-01-01;2024-12-31;Conselho Fiscal;5.00;5.00;417859.60;334105.51;359791.45;
89.637.490/0001-45;2025-12-31;2;149182;KLABIN S.A.;2023-01-01;2023-12-31;Conselho de Administração;14.00;14.00;1176193.60;871634.56;999092.94;O membro de maior remuneração exerceu funções na Companhia por 12 meses
89.637.490/0001-45;2025-12-31;2;149182;KLABIN S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.42;5.42;16630631.33;5545000.36;7830986.37;O membro de maior remuneração exerceu funções na Companhia por 12 meses
89.637.490/0001-45;2025-12-31;2;149182;KLABIN S.A.;2023-01-01;2023-12-31;Conselho Fiscal;5.00;5.00;397495.73;332189.00;351492.23;O membro de maior remuneração exerceu funções na Companhia por 12 meses
89.637.490/0001-45;2025-12-31;2;149182;KLABIN S.A.;2022-01-01;2022-12-31;Conselho Fiscal;5.00;5.00;417859.60;334105.51;359791.45;
89.637.490/0001-45;2025-12-31;2;149182;KLABIN S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;13109898.70;4258066.16;8092387.34;O membro de maior remuneração exerceu funções na Companhia por 12 meses
89.637.490/0001-45;2025-12-31;2;149182;KLABIN S.A.;2022-01-01;2022-12-31;Conselho de Administração;13.75;13.75;1166769.61;887098.73;1013759.39;O membro de maior remuneração exerceu funções na Companhia por 12 meses. Estão inclusos valores recebidos em participação em comitês
89.850.341/0001-60;2025-12-31;2;149243;GRENDENE S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;52380.00;52380.00;52380.00;Não houve solicitação de instalação de Conselho Fiscal na AGOE de 25 de abril de 2022.
89.850.341/0001-60;2025-12-31;2;149243;GRENDENE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;2602945.00;1358429.00;2012895.33;
89.850.341/0001-60;2025-12-31;2;149243;GRENDENE S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;356480.00;239360.00;256091.43;
89.850.341/0001-60;2025-12-31;2;149243;GRENDENE S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
89.850.341/0001-60;2025-12-31;2;149243;GRENDENE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;2468117.68;1646851.48;2058809.34;
89.850.341/0001-60;2025-12-31;2;149243;GRENDENE S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;436120.00;255320.00;281148.57;
89.850.341/0001-60;2025-12-31;2;149243;GRENDENE S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
89.850.341/0001-60;2025-12-31;2;149243;GRENDENE S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;7.00;452400.00;264880.00;291668.57;
89.850.341/0001-60;2025-12-31;2;149243;GRENDENE S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;2820195.30;1886368.63;2334560.53;
90.076.886/0001-40;2025-12-31;1;149224;MINUPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.25;5.25;30000.00;30000.00;28819.05;Para a remuneração máxima e mínima, foram considerados apenas os membros remunerados por 12 meses. A média foi calculada com base no valor total da remuneração e o número de membros remunerados.
90.076.886/0001-40;2025-12-31;1;149224;MINUPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;26000.00;26000.00;26000.00;
90.076.886/0001-40;2025-12-31;1;149224;MINUPAR PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;30000.00;30000.00;30000.00;Para a remuneração máxima e mínima, foram considerados apenas os membros remunerados por 12 meses.
90.076.886/0001-40;2025-12-31;1;149224;MINUPAR PARTICIPACOES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;65000.00;65000.00;65000.00;
90.076.886/0001-40;2025-12-31;1;149224;MINUPAR PARTICIPACOES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.17;2.17;65000.00;65000.00;64208.91;Para a remuneração máxima e mínima, foram considerados apenas os membros remunerados por 12 meses. A média foi calculada com base no valor total da remuneração e o número de membros remunerados.
90.076.886/0001-40;2025-12-31;1;149224;MINUPAR PARTICIPACOES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;53000.00;53000.00;53000.00;
90.076.886/0001-40;2025-12-31;1;149224;MINUPAR PARTICIPACOES S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;53000.00;53000.00;53000.00;
90.076.886/0001-40;2025-12-31;1;149224;MINUPAR PARTICIPACOES S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;3.00;65000.00;65000.00;78333.33;
90.076.886/0001-40;2025-12-31;1;149224;MINUPAR PARTICIPACOES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.42;2.42;65000.00;65000.00;65000.00;Considerada apenas a remuneração do Diretor que permaneceu por 12 meses.
90.400.888/0001-42;2025-12-31;1;148844;BCO SANTANDER (BRASIL) S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;3.00;176179.50;176179.50;176179.50;
90.400.888/0001-42;2025-12-31;1;148844;BCO SANTANDER (BRASIL) S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;50.00;50.00;21122291.48;2407487.32;6080294.50;
90.400.888/0001-42;2025-12-31;1;148844;BCO SANTANDER (BRASIL) S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.00;6.67;3744600.14;1020000.00;1747885.05;
90.400.888/0001-42;2025-12-31;1;148844;BCO SANTANDER (BRASIL) S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;51.00;50.75;30554700.67;2651048.90;7095869.80;
90.400.888/0001-42;2025-12-31;1;148844;BCO SANTANDER (BRASIL) S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;2.17;71910.00;64165.85;66747.23;
90.400.888/0001-42;2025-12-31;1;148844;BCO SANTANDER (BRASIL) S.A.;2024-01-01;2024-12-31;Conselho de Administração;11.00;7.67;2875920.00;1095000.00;1412851.74;(i)O valor da menor remuneração individual desconsidera os membros que não tenham exercido suas funções no período de 12 meses do exercício social em questão e(ii)Os valores não consideram os encargos sociais.
90.400.888/0001-42;2025-12-31;1;148844;BCO SANTANDER (BRASIL) S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;58.00;51.75;37258198.61;3731101.03;8510292.07;(i)O valor da menor remuneração individual desconsidera os membros que não tenham exercido suas funções no período de 12 meses do exercício social em questão e(ii)Os valores não consideram os encargos sociais.
90.441.460/0001-48;2025-12-31;2;149333;UNICASA INDÚSTRIA DE MÓVEIS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;1049315.73;537135.69;820459.55;
90.441.460/0001-48;2025-12-31;2;149333;UNICASA INDÚSTRIA DE MÓVEIS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;2.00;120000.00;120000.00;120000.00;
90.441.460/0001-48;2025-12-31;2;149333;UNICASA INDÚSTRIA DE MÓVEIS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;1102840.15;540745.85;836729.03;
90.441.460/0001-48;2025-12-31;2;149333;UNICASA INDÚSTRIA DE MÓVEIS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;2.00;120000.00;120000.00;120000.00;
90.441.460/0001-48;2025-12-31;2;149333;UNICASA INDÚSTRIA DE MÓVEIS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.75;3.75;1145384.79;823021.58;876143.57;
90.441.460/0001-48;2025-12-31;2;149333;UNICASA INDÚSTRIA DE MÓVEIS S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;2.00;120000.00;120000.00;120000.00;
91.333.666/0001-17;2025-12-31;1;148420;RECRUSUL S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;3.00;3000.00;3000.00;3000.00;
91.333.666/0001-17;2025-12-31;1;148420;RECRUSUL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;3500.00;2000.00;2750.00;
91.333.666/0001-17;2025-12-31;1;148420;RECRUSUL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;3500.00;2000.00;2750.00;
91.333.666/0001-17;2025-12-31;1;148420;RECRUSUL S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;3.00;3000.00;3000.00;3000.00;
91.333.666/0001-17;2025-12-31;1;148420;RECRUSUL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;3500.00;3500.00;3500.00;
91.333.666/0001-17;2025-12-31;1;148420;RECRUSUL S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;3500.00;3500.00;3500.00;
91.983.056/0001-69;2025-12-31;2;149294;KEPLER WEBER S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;2942179.32;1355223.51;2776733.69;Considerado para base de cálculo os Diretores Estatutários no período de cada vigência e os valores conforme período da verba anual aprovada em AGO pelo Conselho de Administração (abr a mar). Para fins de apuração da menor remuneração anual foram desconsiderados os membros da Diretoria Estatutária que exerceram o cargo por menos de 12 meses, conforme disposto no Ofício Circular Anual 2024 CVM/SEP.Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida e aprovada, conforme pacote de remuneração e/ou rescisão, o qual compreendeu o pagamento de valores em 3 meses específicos no período (Verba AGO). Somente neste caso o membro com a maior remuneração não permaneceu 12 meses no órgão.Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12 meses no órgão, sendo excluídos os que permaneceram por período inferior. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
91.983.056/0001-69;2025-12-31;2;149294;KEPLER WEBER S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.16;3.16;108979.44;108374.00;103653.09;Considerado para base de cálculo os Conselheiros Fiscais no período de cada vigência e os valores conforme período da verba anual aprovada em AGO pelo Conselho de Administração (abr a mar). Para fins de apuração da menor e maior remuneração anual foram desconsiderados os membros do Conselho Fiscal que exerceram o cargo por menos de 12 meses, conforme disposto no Ofício Circular Anual 2024 CVM/SEP.Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida, considerando todos os membros, sendo que o membro com a maior remuneração permaneceu 12 meses no órgão. Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12 meses no órgão, sendo excluídos os que permaneceram por período inferior. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
91.983.056/0001-69;2025-12-31;2;149294;KEPLER WEBER S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;8.00;365538.92;365538.92;365538.92;Considerado para base de cálculo os Conselheiros de Administração no período de cada vigência e os valores conforme período da verba anual aprovada em AGO pelo Conselho de Administração (abr a mar). Para fins de apuração da menor e maior remuneração anual foram desconsiderados os membros do Conselho de Administração que exerceram o cargo por menos de 12 meses, conforme disposto no Ofício Circular Anual 2024 CVM/SEP.Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida, considerando todos os membros, sendo que o membro com a maior remuneração permaneceu 12 meses no órgão. Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12 meses no órgão, sendo excluídos os que permaneceram por período inferior. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
91.983.056/0001-69;2025-12-31;2;149294;KEPLER WEBER S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;8.00;247221.75;242217.00;244093.59;Considerado para base de cálculo os Conselheiros de Administração no período de cada vigência e os valores conforme período da verba anual aprovada em AGO pelo Conselho de Administração (abr a mar). Para fins de apuração da menor e maior remuneração anual foram desconsiderados os membros do Conselho de Administração que exerceram o cargo por menos de 12 meses, conforme disposto no Ofício Circular Anual 2024 CVM/SEP.Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida, considerando todos os membros, sendo que o membro com a maior remuneração permaneceu 12 meses no órgão. Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12 meses no órgão, sendo excluídos os que permaneceram por período inferior. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
91.983.056/0001-69;2025-12-31;2;149294;KEPLER WEBER S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.75;3.75;4044489.19;1701102.08;2211696.99;Considerado para base de cálculo os Diretores Estatutários no período de cada vigência e os valores conforme período da verba anual aprovada em AGO pelo Conselho de Administração (abr a mar). Para fins de apuração da menor e maior remuneração anual foram desconsiderados os membros da Diretoria Estatutária que exerceram o cargo por menos de 12 meses, conforme disposto no Ofício Circular Anual CVM/SEP.Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida, considerando todos os membros, sendo que o membro com a maior remuneração permaneceu 12 meses no órgão. Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12 meses no órgão, sendo excluídos os que permaneceram por período inferior. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
91.983.056/0001-69;2025-12-31;2;149294;KEPLER WEBER S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;103298.04;103298.04;103298.04;Considerado para base de cálculo os Conselheiros Fiscais no período de cada vigência e os valores conforme período da verba anual aprovada em AGO pelo Conselho de Administração (abr a mar). Para fins de apuração da menor e maior remuneração anual foram desconsiderados os membros do Conselho Fiscal que exerceram o cargo por menos de 12 meses, conforme disposto no Ofício Circular Anual 2024 CVM/SEP.Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida, considerando todos os membros, sendo que o membro com a maior remuneração permaneceu 12 meses no órgão. Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12 meses no órgão, sendo excluídos os que permaneceram por período inferior. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
91.983.056/0001-69;2025-12-31;2;149294;KEPLER WEBER S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;97561.44;97561.44;97561.44;Considerado para base de cálculo os Conselheiros Fiscais no período de cada vigência e os valores conforme período da verba anual aprovada em AGO pelo Conselho de Administração (abr a mar). Para fins de apuração da menor e maior remuneração anual foram desconsiderados os membros do Conselho Fiscal que exerceram o cargo por menos de 12 meses, conforme disposto no Ofício Circular Anual 2024 CVM/SEP.Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida, considerando todos os membros, sendo que o membro com a maior remuneração permaneceu 12 meses no órgão. Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12 meses no órgão, sendo excluídos os que permaneceram por período inferior. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
91.983.056/0001-69;2025-12-31;2;149294;KEPLER WEBER S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;2696315.89;1548857.84;1932148.95;Considerado para base de cálculo os Diretores Estatutários no período de cada vigência e os valores conforme período da verba anual aprovada em AGO pelo Conselho de Administração (abr a mar). Para fins de apuração da menor e maior remuneração anual foram desconsiderados os membros da Diretoria Estatutária que exerceram o cargo por menos de 12 meses, conforme disposto no Ofício Circular Anual CVM/SEP.Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida, considerando todos os membros, sendo que o membro com a maior remuneração permaneceu 12 meses no órgão. Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12 meses no órgão, sendo excluídos os que permaneceram por período inferior. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
91.983.056/0001-69;2025-12-31;2;149294;KEPLER WEBER S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;8.00;200169.96;200169.96;200169.96;Considerado para base de cálculo os Conselheiros de Administração no período de cada vigência e os valores conforme período da verba anual aprovada em AGO pelo Conselho de Administração (abr a mar). Para fins de apuração da menor e maior remuneração anual foram desconsiderados os membros do Conselho de Administração que exerceram o cargo por menos de 12 meses, conforme disposto no Ofício Circular Anual 2024 CVM/SEP.Valor da maior remuneração: Considera a maior remuneração individual anual efetivamente recebida, considerando todos os membros, sendo que o membro com a maior remuneração permaneceu 12 meses no órgão. Valor da menor remuneração: Considera a menor remuneração individual anual efetivamente recebida, incluindo apenas os membros que permaneceram 12 meses no órgão, sendo excluídos os que permaneceram por período inferior. Valor médio da remuneração: Valor total da remuneração paga dividido pelo número informado de membros remunerados no período em questão.
92.012.467/0001-70;2025-12-31;1;148808;GRAZZIOTIN S.A.;2024-01-01;2024-12-31;Conselho Fiscal;6.00;3.00;61044.00;61044.00;61044.00;
92.012.467/0001-70;2025-12-31;1;148808;GRAZZIOTIN S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;1549800.00;842544.00;1191868.00;
92.012.467/0001-70;2025-12-31;1;148808;GRAZZIOTIN S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;5.00;149340.00;114876.00;121769.00;a) O Presidente e o Vice-presidente não receberam remuneração para o exercício deste cargo.  b)Para determinar o número de membros de cada órgão, foi somado o número de membros em cada mês do ano e dividido por 12 (média simples).
92.012.467/0001-70;2025-12-31;1;148808;GRAZZIOTIN S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;1452000.00;708000.00;1093400.00;
92.012.467/0001-70;2025-12-31;1;148808;GRAZZIOTIN S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;5.00;125724.00;108912.00;112274.00;a) O Presidente e o Vice-presidente não receberam remuneração para o exercício deste cargo.  b)Para determinar o número de membros de cada órgão, foi somado o número de membros em cada mês do ano e dividido por 12 (média simples).
92.012.467/0001-70;2025-12-31;1;148808;GRAZZIOTIN S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;3.00;58200.00;58200.00;58200.00;
92.012.467/0001-70;2025-12-31;1;148808;GRAZZIOTIN S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;3.00;51360.00;51360.00;51360.00;
92.012.467/0001-70;2025-12-31;1;148808;GRAZZIOTIN S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;5.00;100872.00;100872.00;100872.00;a) O Presidente e o Vice-presidente não receberam remuneração para o exercício deste cargo.  b)Para determinar o número de membros de cada órgão, foi somado o número de membros em cada mês do ano e dividido por 12 (média simples).c)São considerados apenas os membros que exerceram a função por 12 meses.
92.660.570/0001-26;2025-12-31;1;148753;TREVISA INVESTIMENTOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;5.00;576705.00;178539.00;285738.00;
92.660.570/0001-26;2025-12-31;1;148753;TREVISA INVESTIMENTOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;135400.00;60378.00;97889.00;
92.660.570/0001-26;2025-12-31;1;148753;TREVISA INVESTIMENTOS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;6.00;2.00;25920.00;25920.00;25920.00;
92.660.570/0001-26;2025-12-31;1;148753;TREVISA INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;127653.00;110863.00;119258.00;
92.660.570/0001-26;2025-12-31;1;148753;TREVISA INVESTIMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;561530.00;172117.00;272290.00;
92.660.570/0001-26;2025-12-31;1;148753;TREVISA INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;160544.00;107452.00;133998.00;
92.660.570/0001-26;2025-12-31;1;148753;TREVISA INVESTIMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;497408.00;143612.00;234463.00;
92.665.611/0001-77;2025-12-31;2;149515;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;7262119.20;2501098.81;4411016.39;
92.665.611/0001-77;2025-12-31;2;149515;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2024-01-01;2024-12-31;Conselho de Administração;6.00;5.00;1227030.00;180000.00;657338.00;
92.665.611/0001-77;2025-12-31;2;149515;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;5633834.75;298455.00;2708986.38;
92.665.611/0001-77;2025-12-31;2;149515;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2023-01-01;2023-12-31;Conselho de Administração;6.00;5.00;1160112.00;150000.00;634293.20;
92.665.611/0001-77;2025-12-31;2;149515;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;4350023.62;1543594.15;2639517.24;
92.665.611/0001-77;2025-12-31;2;149515;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;1062239.00;180000.00;587601.00;
