CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Bonus_Valor_Minimo;Bonus_Valor_Maximo;Bonus_Valor_Metas_Atingidas;Bonus_Valor_Efetivo;Participacao_Valor_Minimo;Participacao_Valor_Maximo;Participacao_Valor_Metas_Atingidas;Participacao_Valor_Efetivo
61.856.571/0001-17;2025-12-31;2;149636;CIA GAS DE SAO PAULO - COMGAS;2024-01-01;2024-12-31;Diretoria Estatutária;8.42;8.42;0.00;8740030.85;4010584.33;4281435.68;0.00;11928921.58;5301743.00;9617980.76
61.856.571/0001-17;2025-12-31;2;149636;CIA GAS DE SAO PAULO - COMGAS;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.856.571/0001-17;2025-12-31;2;149636;CIA GAS DE SAO PAULO - COMGAS;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;8.00;0.00;12620679.05;9103292.04;10263811.36;0.00;11109350.56;4937489.14;7962674.04
61.856.571/0001-17;2025-12-31;2;149636;CIA GAS DE SAO PAULO - COMGAS;2023-01-01;2023-12-31;Conselho Fiscal;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.856.571/0001-17;2025-12-31;2;149636;CIA GAS DE SAO PAULO - COMGAS;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
61.856.571/0001-17;2025-12-31;2;149636;CIA GAS DE SAO PAULO - COMGAS;2022-01-01;2022-12-31;Diretoria Estatutária;8.00;8.00;0.00;12615464.91;8809330.91;7958457.96;0.00;12127897.53;5390176.68;8425734.38
61.856.571/0001-17;2025-12-31;2;149636;CIA GAS DE SAO PAULO - COMGAS;2022-01-01;2022-12-31;Conselho Fiscal;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;3;149405;BCO PINE S.A;2025-01-01;2025-12-31;Conselho de Administração;6.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;3;149405;BCO PINE S.A;2025-01-01;2025-12-31;Diretoria Estatutária;10.00;10.00;0.00;0.00;0.00;0.00;3964800.00;29736000.00;19824000.00;0.00
62.144.175/0001-20;2025-12-31;3;149405;BCO PINE S.A;2025-01-01;2025-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;3;149405;BCO PINE S.A;2024-01-01;2024-12-31;Conselho de Administração;6.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;3;149405;BCO PINE S.A;2024-01-01;2024-12-31;Diretoria Estatutária;10.00;10.00;0.00;0.00;0.00;0.00;3675600.00;18378000.00;27567000.00;16567275.76
62.144.175/0001-20;2025-12-31;3;149405;BCO PINE S.A;2024-01-01;2024-12-31;Conselho Fiscal;1.75;1.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;3;149405;BCO PINE S.A;2023-01-01;2023-12-31;Conselho de Administração;6.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;3;149405;BCO PINE S.A;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;5.92;0.00;0.00;0.00;0.00;2981200.00;22359000.00;14906000.00;17190000.00
62.144.175/0001-20;2025-12-31;3;149405;BCO PINE S.A;2022-01-01;2022-12-31;Conselho de Administração;5.50;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;3;149405;BCO PINE S.A;2022-01-01;2022-12-31;Conselho Fiscal;1.25;1.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
62.144.175/0001-20;2025-12-31;3;149405;BCO PINE S.A;2022-01-01;2022-12-31;Diretoria Estatutária;8.42;8.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4674834.41
62.258.884/0001-36;2025-12-31;1;149082;INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.00;3906267.00;3906267.00;3906267.00;0.00;6114240.00;4076160.00;4712041.00
62.258.884/0001-36;2025-12-31;1;149082;INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
62.258.884/0001-36;2025-12-31;1;149082;INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;6.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
62.258.884/0001-36;2025-12-31;1;149082;INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;0.00;5263514.00;4223372.00;4223372.00
62.258.884/0001-36;2025-12-31;1;149082;INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
62.258.884/0001-36;2025-12-31;1;149082;INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.00;6410054.60;6410054.60;6410054.60;0.00;7043805.00;4695870.00;1878348.00
62.984.091/0001-02;2025-12-31;1;148474;CRUZEIRO DO SUL EDUCACIONAL S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;4021117.92;3350931.60;3164094.57
62.984.091/0001-02;2025-12-31;1;148474;CRUZEIRO DO SUL EDUCACIONAL S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
62.984.091/0001-02;2025-12-31;1;148474;CRUZEIRO DO SUL EDUCACIONAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
62.984.091/0001-02;2025-12-31;1;148474;CRUZEIRO DO SUL EDUCACIONAL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;3382800.00;2819000.00;3168120.00
62.984.091/0001-02;2025-12-31;1;148474;CRUZEIRO DO SUL EDUCACIONAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
62.984.091/0001-02;2025-12-31;1;148474;CRUZEIRO DO SUL EDUCACIONAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;3216120.00;2680100.00;0.00
62.984.091/0001-02;2025-12-31;1;148474;CRUZEIRO DO SUL EDUCACIONAL S.A.;2025-01-01;2025-12-31;Conselho de Administração;9.00;6.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
62.984.091/0001-02;2025-12-31;1;148474;CRUZEIRO DO SUL EDUCACIONAL S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.08;3.08;0.00;0.00;0.00;0.00;0.00;3796800.00;3164000.00;0.00
64.904.295/0001-03;2025-02-28;4;144333;CAMIL ALIMENTOS S.A.;2022-03-01;2023-02-28;Conselho de Administração;8.33;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
64.904.295/0001-03;2025-02-28;4;144333;CAMIL ALIMENTOS S.A.;2022-03-01;2023-02-28;Diretoria Estatutária;2.00;2.00;0.00;4121152.20;2289529.00;1854518.49;0.00;1824427.80;1013571.00;1003435.29
64.904.295/0001-03;2025-02-28;4;144333;CAMIL ALIMENTOS S.A.;2022-03-01;2023-02-28;Conselho Fiscal;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
64.904.295/0001-03;2025-02-28;4;144333;CAMIL ALIMENTOS S.A.;2021-03-01;2022-02-28;Conselho de Administração;7.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
64.904.295/0001-03;2025-02-28;4;144333;CAMIL ALIMENTOS S.A.;2021-03-01;2022-02-28;Diretoria Estatutária;2.00;2.00;0.00;3475942.56;1931079.20;1963328.22;0.00;1506285.22;836825.12;786616.82
64.904.295/0001-03;2025-02-28;4;144333;CAMIL ALIMENTOS S.A.;2021-03-01;2022-02-28;Conselho Fiscal;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
64.904.295/0001-03;2025-02-28;4;144333;CAMIL ALIMENTOS S.A.;2024-03-01;2025-02-28;Conselho de Administração;7.67;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
64.904.295/0001-03;2025-02-28;4;144333;CAMIL ALIMENTOS S.A.;2024-03-01;2025-02-28;Diretoria Estatutária;2.00;2.00;0.00;4543467.38;2524148.54;0.00;0.00;2152183.09;1195657.27;0.00
64.904.295/0001-03;2025-02-28;4;144333;CAMIL ALIMENTOS S.A.;2024-03-01;2025-02-28;Conselho Fiscal;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
64.904.295/0001-03;2025-02-28;4;144333;CAMIL ALIMENTOS S.A.;2023-03-01;2024-02-29;Conselho de Administração;9.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
64.904.295/0001-03;2025-02-28;4;144333;CAMIL ALIMENTOS S.A.;2023-03-01;2024-02-29;Diretoria Estatutária;2.00;2.00;0.00;4347815.67;2415453.15;1150461.01;0.00;2059505.35;1144169.64;541306.66
64.904.295/0001-03;2025-02-28;4;144333;CAMIL ALIMENTOS S.A.;2023-03-01;2024-02-29;Conselho Fiscal;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.010.660/0001-24;2025-12-31;1;148472;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.010.660/0001-24;2025-12-31;1;148472;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;8.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.010.660/0001-24;2025-12-31;1;148472;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;249000.00;0.00;0.00
67.010.660/0001-24;2025-12-31;1;148472;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.010.660/0001-24;2025-12-31;1;148472;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.010.660/0001-24;2025-12-31;1;148472;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1718083.00
67.010.660/0001-24;2025-12-31;1;148472;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.010.660/0001-24;2025-12-31;1;148472;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.010.660/0001-24;2025-12-31;1;148472;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1570000.00
67.010.660/0001-24;2025-12-31;1;148472;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2025-01-01;2025-12-31;Conselho de Administração;8.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.010.660/0001-24;2025-12-31;1;148472;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.010.660/0001-24;2025-12-31;1;148472;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;2025-01-01;2025-12-31;Conselho Fiscal;8.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.571.414/0001-41;2025-12-31;2;149296;VIVER INCORPORADORA E CONSTRUTORA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.571.414/0001-41;2025-12-31;2;149296;VIVER INCORPORADORA E CONSTRUTORA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;0.00;1600000.00;1600000.00;0.00;0.00;0.00;0.00;0.00
67.571.414/0001-41;2025-12-31;2;149296;VIVER INCORPORADORA E CONSTRUTORA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.571.414/0001-41;2025-12-31;2;149296;VIVER INCORPORADORA E CONSTRUTORA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.571.414/0001-41;2025-12-31;2;149296;VIVER INCORPORADORA E CONSTRUTORA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.00;2400000.00;2400000.00;0.00;0.00;0.00;0.00;0.00
67.571.414/0001-41;2025-12-31;2;149296;VIVER INCORPORADORA E CONSTRUTORA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.571.414/0001-41;2025-12-31;2;149296;VIVER INCORPORADORA E CONSTRUTORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;1920000.00;4500000.00;2400000.00;2400000.00;0.00;0.00;0.00;0.00
67.571.414/0001-41;2025-12-31;2;149296;VIVER INCORPORADORA E CONSTRUTORA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.571.414/0001-41;2025-12-31;2;149296;VIVER INCORPORADORA E CONSTRUTORA S.A.;2025-01-01;2025-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.571.414/0001-41;2025-12-31;2;149296;VIVER INCORPORADORA E CONSTRUTORA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;1.00;1.00;0.00;800000.00;800000.00;0.00;0.00;0.00;0.00;0.00
67.571.414/0001-41;2025-12-31;2;149296;VIVER INCORPORADORA E CONSTRUTORA S.A.;2025-01-01;2025-12-31;Conselho Fiscal;4.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.620.377/0001-14;2025-12-31;4;149614;MINERVA S.A.;2025-01-01;2025-12-31;Conselho de Administração;12.00;0.00;0.00;1304924.69;1304924.69;0.00;0.00;0.00;0.00;0.00
67.620.377/0001-14;2025-12-31;4;149614;MINERVA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;7.00;7.00;0.00;25644508.17;25644508.17;0.00;0.00;0.00;0.00;0.00
67.620.377/0001-14;2025-12-31;4;149614;MINERVA S.A.;2025-01-01;2025-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.620.377/0001-14;2025-12-31;4;149614;MINERVA S.A.;2024-01-01;2024-12-31;Conselho de Administração;12.00;0.00;0.00;639058.07;639058.07;639058.07;0.00;0.00;0.00;0.00
67.620.377/0001-14;2025-12-31;4;149614;MINERVA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;6.83;6.83;0.00;22060105.10;22060105.10;11938842.65;0.00;0.00;0.00;0.00
67.620.377/0001-14;2025-12-31;4;149614;MINERVA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.620.377/0001-14;2025-12-31;4;149614;MINERVA S.A.;2023-01-01;2023-12-31;Conselho de Administração;12.08;0.00;0.00;545215.86;545215.86;545215.86;0.00;0.00;0.00;0.00
67.620.377/0001-14;2025-12-31;4;149614;MINERVA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.25;5.00;0.00;18325917.99;18325917.99;16806334.95;0.00;0.00;0.00;0.00
67.620.377/0001-14;2025-12-31;4;149614;MINERVA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.620.377/0001-14;2025-12-31;4;149614;MINERVA S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
67.620.377/0001-14;2025-12-31;4;149614;MINERVA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0.00;17112599.61;17112599.61;13839081.30;0.00;0.00;0.00;0.00
67.620.377/0001-14;2025-12-31;4;149614;MINERVA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
71.476.527/0001-35;2025-12-31;1;148836;CONSTRUTORA TENDA S.A.;2025-01-01;2025-12-31;Conselho de Administração;6.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
71.476.527/0001-35;2025-12-31;1;148836;CONSTRUTORA TENDA S.A.;2025-01-01;2025-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
71.476.527/0001-35;2025-12-31;1;148836;CONSTRUTORA TENDA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;13.00;13.00;5613129.00;11415825.00;9668025.00;0.00;0.00;0.00;0.00;0.00
71.476.527/0001-35;2025-12-31;1;148836;CONSTRUTORA TENDA S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
71.476.527/0001-35;2025-12-31;1;148836;CONSTRUTORA TENDA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;13.00;13.00;5583957.00;11352125.00;9614725.00;9753192.00;0.00;0.00;0.00;0.00
71.476.527/0001-35;2025-12-31;1;148836;CONSTRUTORA TENDA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
71.476.527/0001-35;2025-12-31;1;148836;CONSTRUTORA TENDA S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
71.476.527/0001-35;2025-12-31;1;148836;CONSTRUTORA TENDA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
71.476.527/0001-35;2025-12-31;1;148836;CONSTRUTORA TENDA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;11.42;11.00;3991929.00;8793729.00;7459896.00;7817226.00;0.00;0.00;0.00;0.00
71.476.527/0001-35;2025-12-31;1;148836;CONSTRUTORA TENDA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
71.476.527/0001-35;2025-12-31;1;148836;CONSTRUTORA TENDA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
71.476.527/0001-35;2025-12-31;1;148836;CONSTRUTORA TENDA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;14.08;13.00;0.00;0.00;0.00;0.00;3651375.00;12377083.00;9901667.00;8731231.00
71.673.990/0001-77;2025-12-31;6;149626;NATURA COSMÉTICOS S.A.;2025-01-01;2025-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
71.673.990/0001-77;2025-12-31;6;149626;NATURA COSMÉTICOS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;9160528.42;18321056.83;10716551.31;0.00
71.673.990/0001-77;2025-12-31;6;149626;NATURA COSMÉTICOS S.A.;2025-01-01;2025-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
71.673.990/0001-77;2025-12-31;6;149626;NATURA COSMÉTICOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
71.673.990/0001-77;2025-12-31;6;149626;NATURA COSMÉTICOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.17;4.17;0.00;0.00;0.00;0.00;6958686.21;13917372.42;10260347.74;11558687.00
71.673.990/0001-77;2025-12-31;6;149626;NATURA COSMÉTICOS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
71.673.990/0001-77;2025-12-31;6;149626;NATURA COSMÉTICOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
71.673.990/0001-77;2025-12-31;6;149626;NATURA COSMÉTICOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
71.673.990/0001-77;2025-12-31;6;149626;NATURA COSMÉTICOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;5531704.77;11063408.53;7375605.02;8157400.00
71.673.990/0001-77;2025-12-31;6;149626;NATURA COSMÉTICOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
71.673.990/0001-77;2025-12-31;6;149626;NATURA COSMÉTICOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.20;4.20;0.00;0.00;0.00;0.00;6867324.51;13734647.01;9156431.34;8895971.00
71.673.990/0001-77;2025-12-31;6;149626;NATURA COSMÉTICOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;1;148749;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2025-01-01;2025-12-31;Conselho de Administração;9.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;1;148749;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2025-01-01;2025-12-31;Diretoria Estatutária;6.00;6.00;0.00;25600273.70;25600273.70;0.00;0.00;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;1;148749;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2025-01-01;2025-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;1;148749;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2024-01-01;2024-12-31;Conselho de Administração;8.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;1;148749;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;6.00;0.00;25414606.40;25414606.40;21173593.01;0.00;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;1;148749;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;1;148749;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;1;148749;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0.00;22345455.77;22345455.77;19862330.54;0.00;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;1;148749;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;1;148749;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;1;148749;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0.00;21442741.35;21442741.35;21543884.63;0.00;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;1;148749;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
75.315.333/0001-09;2025-12-31;3;149392;ATACADÃO S.A.;2024-01-01;2024-12-31;Conselho de Administração;13.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
75.315.333/0001-09;2025-12-31;3;149392;ATACADÃO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;0.00;14488572.15;8049206.75;5914682.09
75.315.333/0001-09;2025-12-31;3;149392;ATACADÃO S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
75.315.333/0001-09;2025-12-31;3;149392;ATACADÃO S.A.;2023-01-01;2023-12-31;Conselho de Administração;13.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
75.315.333/0001-09;2025-12-31;3;149392;ATACADÃO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.25;4.25;0.00;0.00;0.00;0.00;3632587.55;13077315.18;7265175.10;6390936.07
75.315.333/0001-09;2025-12-31;3;149392;ATACADÃO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
75.315.333/0001-09;2025-12-31;3;149392;ATACADÃO S.A.;2022-01-01;2022-12-31;Conselho de Administração;13.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
75.315.333/0001-09;2025-12-31;3;149392;ATACADÃO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;4586106.55;16445183.59;9136213.11;0.00
75.315.333/0001-09;2025-12-31;3;149392;ATACADÃO S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;0.00;13947231.27;7748461.81;0.00
