CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
50.564.053/0001-03;2025-12-31;1;148930;BOMBRIL S.A. - EM RECUPERAÇÃO JUDICIAL;2025-01-01;2025-12-31;15359214.00;Diretoria Estatutária;3.00;9196069.00;3.00;5218125.00;369640.00;0.00;0.00;n/a;0.00;3608304.00;0.00;0.00;0.00;n/a;0.00;0.00;0.00;n/a
50.746.577/0001-15;2025-12-31;1;148575;COSAN S.A.;2023-01-01;2023-12-31;96268698.52;Conselho Fiscal;3.00;464753.97;3.00;464753.97;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros do órgão foi calculado como média anual, nos termos da metodologia apresentada no Ofício Circular Anual-2025- CVM/SEP.
50.746.577/0001-15;2025-12-31;1;148575;COSAN S.A.;2023-01-01;2023-12-31;96268698.52;Diretoria Estatutária;4.00;89583344.55;4.00;7280072.09;304980.92;0.00;0.00;N/A;13111445.33;14021443.03;0.00;0.00;0.00;N/A;532078.03;0.00;54333325.15;O número de membros do órgão foi calculado como média anual, nos termos da metodologia apresentada no Ofício Circular Anual-2025- CVM/SEP.
50.746.577/0001-15;2025-12-31;1;148575;COSAN S.A.;2023-01-01;2023-12-31;96268698.52;Conselho de Administração;9.50;6220600.00;8.50;6220600.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros do órgão foi calculado como média anual, nos termos da metodologia apresentada no Ofício Circular Anual-2025- CVM/SEP.
50.746.577/0001-15;2025-12-31;1;148575;COSAN S.A.;2024-01-01;2024-12-31;88787733.62;Conselho Fiscal;2.92;537738.60;2.92;537738.60;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros do órgão foi calculado como média anual, nos termos da metodologia apresentada no Ofício Circular Anual-2025- CVM/SEP.
50.746.577/0001-15;2025-12-31;1;148575;COSAN S.A.;2024-01-01;2024-12-31;88787733.62;Diretoria Estatutária;3.83;81140786.69;3.83;7959302.48;320663.11;0.00;0.00;N/A;19532018.92;8860375.33;0.00;0.00;0.00;N/A;533711.80;0.00;43934715.05;O número de membros do órgão foi calculado como média anual, nos termos da metodologia apresentada no Ofício Circular Anual-2025- CVM/SEP.
50.746.577/0001-15;2025-12-31;1;148575;COSAN S.A.;2024-01-01;2024-12-31;88787733.62;Conselho de Administração;9.17;7109208.33;9.17;7109208.33;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros do órgão foi calculado como média anual, nos termos da metodologia apresentada no Ofício Circular Anual-2025- CVM/SEP.
50.746.577/0001-15;2025-12-31;1;148575;COSAN S.A.;2025-01-01;2025-12-31;99240902.88;Conselho Fiscal;3.00;669794.09;3.00;669794.09;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;1) O número de membros do órgão foi calculado como média anual, nos termos da metodologia apresentada no Ofício Circular Anual-2025-CVM/SEP.
50.746.577/0001-15;2025-12-31;1;148575;COSAN S.A.;2025-01-01;2025-12-31;99240902.88;Diretoria Estatutária;3.67;90280608.79;3.67;8186372.17;413951.21;0.00;0.00;N/A;10960347.11;18459348.45;0.00;0.00;0.00;N/A;479878.80;0.00;51780711.05;1) O número de membros do órgão foi calculado como média anual, nos termos da metodologia apresentada no Ofício Circular Anual-2025-CVM/SEP.
50.746.577/0001-15;2025-12-31;1;148575;COSAN S.A.;2025-01-01;2025-12-31;99240902.88;Conselho de Administração;9.00;8290500.00;9.00;8290500.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;1) O número de membros do órgão foi calculado como média anual, nos termos da metodologia apresentada no Ofício Circular Anual-2025- CVM/SEP
50.746.577/0001-15;2025-12-31;1;148575;COSAN S.A.;2022-01-01;2022-12-31;86820772.04;Conselho Fiscal;3.00;477655.77;3.00;477655.77;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros do órgão foi calculado como média anual, nos termos da metodologia apresentada no Ofício Circular Anual-2025- CVM/SEP.
50.746.577/0001-15;2025-12-31;1;148575;COSAN S.A.;2022-01-01;2022-12-31;86820772.04;Diretoria Estatutária;4.00;80475116.27;4.00;6945766.92;358825.03;0.00;0.00;N/A;15065644.05;15346021.03;0.00;0.00;0.00;N/A;463889.52;0.00;42294969.72;O número de membros do órgão foi calculado como média anual, nos termos da metodologia apresentada no Ofício Circular Anual-2025- CVM/SEP.
50.746.577/0001-15;2025-12-31;1;148575;COSAN S.A.;2022-01-01;2022-12-31;86820772.04;Conselho de Administração;9.00;5868000.00;8.00;5868000.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros do órgão foi calculado como média anual, nos termos da metodologia apresentada no Ofício Circular Anual-2025- CVM/SEP.
50.926.955/0001-42;2025-12-31;1;148840;VULCABRAS S.A.;2022-01-01;2022-12-31;15264237.76;Diretoria Estatutária;6.83;14558114.44;6.83;7182369.40;494517.81;0.00;0.00;;5983855.15;0.00;0.00;0.00;0.00;;0.00;0.00;897372.08;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros total de cada órgão social foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
50.926.955/0001-42;2025-12-31;1;148840;VULCABRAS S.A.;2022-01-01;2022-12-31;15264237.76;Conselho de Administração;5.00;706123.32;2.00;706123.32;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros total de cada órgão social foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
50.926.955/0001-42;2025-12-31;1;148840;VULCABRAS S.A.;2022-01-01;2022-12-31;15264237.76;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros total de cada órgão social foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
50.926.955/0001-42;2025-12-31;1;148840;VULCABRAS S.A.;2023-01-01;2023-12-31;18359306.08;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros total de cada órgão social foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
50.926.955/0001-42;2025-12-31;1;148840;VULCABRAS S.A.;2023-01-01;2023-12-31;18359306.08;Diretoria Estatutária;6.00;17335931.64;6.00;7161085.65;583863.86;0.00;0.00;;8006013.79;0.00;0.00;0.00;0.00;;0.00;0.00;1584968.34;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros total de cada órgão social foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
50.926.955/0001-42;2025-12-31;1;148840;VULCABRAS S.A.;2023-01-01;2023-12-31;18359306.08;Conselho de Administração;5.00;1023374.44;4.00;1023374.44;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros total de cada órgão social foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
50.926.955/0001-42;2025-12-31;1;148840;VULCABRAS S.A.;2024-01-01;2024-12-31;21559390.26;Conselho de Administração;5.00;1337663.57;5.00;1164000.00;173663.57;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros total de cada órgão social foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
50.926.955/0001-42;2025-12-31;1;148840;VULCABRAS S.A.;2024-01-01;2024-12-31;21559390.26;Diretoria Estatutária;6.00;20221726.69;6.00;8190260.80;677968.93;0.00;0.00;;8089400.51;0.00;0.00;0.00;0.00;;0.00;0.00;3264096.45;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros total de cada órgão social foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
50.926.955/0001-42;2025-12-31;1;148840;VULCABRAS S.A.;2024-01-01;2024-12-31;21559390.26;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
50.926.955/0001-42;2025-12-31;1;148840;VULCABRAS S.A.;2025-01-01;2025-12-31;30646917.39;Conselho de Administração;5.00;1330194.56;5.00;1103940.00;226254.56;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros total de cada órgão social foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
50.926.955/0001-42;2025-12-31;1;148840;VULCABRAS S.A.;2025-01-01;2025-12-31;30646917.39;Diretoria Estatutária;6.00;29316722.83;6.00;8629131.00;839384.66;0.00;0.00;N/A;15228489.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;4619718.17;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros total de cada órgão social foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
50.926.955/0001-42;2025-12-31;1;148840;VULCABRAS S.A.;2025-01-01;2025-12-31;30646917.39;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros total de cada órgão social foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
51.128.999/0001-90;2025-12-31;1;148601;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2022-01-01;2022-12-31;1289110.00;Conselho de Administração;3.00;369600.00;1.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;369600.00;
51.128.999/0001-90;2025-12-31;1;148601;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2022-01-01;2022-12-31;1289110.00;Diretoria Estatutária;2.00;919510.00;2.00;27462.00;0.00;0.00;314548.00;O valor de R$314.548,00 descrito no item Outros acima corresponde: (i) às contribuições para INSS, que são ônus da Companhia, em conformidade com o item 10.2.8 (b) do Of.Circular/CVM/SEP/Anual/2023 (ii) bem como, às remunerações relativas aos contratos de prestação de serviços de diretor que foram devidamente descritos no item 12.10 do Formulário de Referência.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;577500.00;
51.128.999/0001-90;2025-12-31;1;148601;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2023-01-01;2023-12-31;614630.00;Diretoria Estatutária;3.00;614630.00;2.83;46280.00;0.00;0.00;568350.00;O valor de R$568.350,00 descrito no item Outros acima corresponde: (i) às contribuições para INSS, que são ônus da Companhia, em conformidade com o item 10.2.8 (b) do Of.Circular/CVM/SEP/Anual/2023 (ii) bem como, às remunerações relativas aos contratos de prestação de serviços de diretor que foram devidamente descritos no item 7.6 do Formulário de Referência.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;A opção não foi exercida pelos administradores da Companhia.
51.128.999/0001-90;2025-12-31;1;148601;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2023-01-01;2023-12-31;614630.00;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;A opção não foi exercida pelos administradores da Companhia.
51.128.999/0001-90;2025-12-31;1;148601;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2024-01-01;2024-12-31;526500.00;Diretoria Estatutária;3.00;526500.00;2.25;33941.00;0.00;0.00;492559.00;O valor de R$492.559,00 descrito no item Outros acima corresponde: (i) às contribuições para INSS, que são ônus da Companhia, em conformidade com o item 10.2.8 (b) do Of.Circular/CVM/SEP/Anual/2024 (ii) bem como, às remunerações relativas aos contratos de prestação de serviços de diretor que foram devidamente descritos no item 7.6 do Formulário de Referência.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;A opção não foi exercida pelos administradores da Companhia
51.128.999/0001-90;2025-12-31;1;148601;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2024-01-01;2024-12-31;526500.00;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;A opção não foi exercida pelos administradores da Companhia.
51.128.999/0001-90;2025-12-31;1;148601;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2025-01-01;2025-12-31;3675000.00;Diretoria Estatutária;3.00;2668935.00;3.00;36432.00;0.00;0.00;1401771.00;O valor de R$1.401.771,00 descrito no item Outros acima corresponderá ao final do exercício de 2025: (i) às contribuições para INSS, que são ônus da Companhia, em conformidade com o item  10.2.8 do Of.Circular/CVM/SEP/Anual/2025 (ii) bem como, às remunerações relativas aos contratos de prestação de serviços que serão devidamente descritos no item 7.6 do Formulário de Referência, quando oportuno.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;1230732.00;
51.128.999/0001-90;2025-12-31;1;148601;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2025-01-01;2025-12-31;3675000.00;Conselho de Administração;3.00;1006065.00;3.00;54648.00;0.00;0.00;395930.00;O valor de R$395.930,00 descrito no item Outros acima corresponderá ao final do exercício de 2025: (i) às contribuições para INSS, que são ônus da Companhia, em conformidade com o item 10.2.8 do Of.Circular/CVM/SEP/Anual/2025 (ii)  bem como, às remunerações relativas às consultorias técnicas que serão devidamente descritos no item 7.6 do Formulário de Referência, quando oportuno.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;555487.00;
51.136.974/0001-38;2025-12-31;2;149535;EPR INFRAESTRUTURA PR S.A.;2024-01-01;2024-12-31;1248727.77;Conselho de Administração;1.33;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL - 2024 -CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
51.136.974/0001-38;2025-12-31;2;149535;EPR INFRAESTRUTURA PR S.A.;2024-01-01;2024-12-31;1248727.77;Diretoria Estatutária;2.00;1248727.77;2.00;1155166.67;8201.10;0.00;85360.00;FGTS sobre remuneração decolaborador CLT.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL - 2024 -CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
51.136.974/0001-38;2025-12-31;2;149535;EPR INFRAESTRUTURA PR S.A.;2023-01-01;2023-12-31;0.00;Diretoria Estatutária;1.66;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL - 2024 -CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
51.136.974/0001-38;2025-12-31;2;149535;EPR INFRAESTRUTURA PR S.A.;2025-01-01;2025-12-31;4467198.62;Diretoria Estatutária;3.00;4467198.62;2.00;2600000.00;99198.62;0.00;208000.00;FGTS sobre remuneração de colaborador CLT.;0.00;1560000.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIOCIRCULAR/ANUAL - 2024 - CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais
51.136.974/0001-38;2025-12-31;2;149535;EPR INFRAESTRUTURA PR S.A.;2025-01-01;2025-12-31;4467198.62;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
51.137.031/0001-20;2025-12-31;1;148611;EPR LITORAL PIONEIRO S.A.;2024-01-01;2024-12-31;1298727.77;Conselho de Administração;1.33;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL - 2024 -CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
51.137.031/0001-20;2025-12-31;1;148611;EPR LITORAL PIONEIRO S.A.;2024-01-01;2024-12-31;1298727.77;Diretoria Estatutária;2.00;1298727.77;2.00;1155166.67;58201.10;0.00;85360.00;FGTS sobre remuneração de colaborador CLT.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL - 2024 -CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais
51.137.031/0001-20;2025-12-31;1;148611;EPR LITORAL PIONEIRO S.A.;2023-01-01;2023-12-31;0.00;Diretoria Estatutária;0.50;0.00;0.00;0.00;0.00;0.00;0.00;FGTS sobre remuneração de colaborador CLT.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL - 2024 -CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
51.137.031/0001-20;2025-12-31;1;148611;EPR LITORAL PIONEIRO S.A.;2025-01-01;2025-12-31;4467198.62;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
51.137.031/0001-20;2025-12-31;1;148611;EPR LITORAL PIONEIRO S.A.;2025-01-01;2025-12-31;4467198.62;Diretoria Estatutária;3.00;4467198.62;2.00;2600000.00;99198.62;0.00;208000.00;FGTS sobre remuneração decolaborador CLT.;0.00;1560000.00;0.00;0.00;0.00;;0.00;0.00;0.00;
51.218.147/0001-93;2025-12-31;1;148970;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2022-01-01;2022-12-31;18269107.00;Conselho de Administração;3.00;744000.00;3.00;744000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
51.218.147/0001-93;2025-12-31;1;148970;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2022-01-01;2022-12-31;18269107.00;Diretoria Estatutária;5.00;17465107.00;5.00;9653752.00;529873.00;0.00;0.00;-;0.00;7160549.00;0.00;0.00;0.00;-;120933.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
51.218.147/0001-93;2025-12-31;1;148970;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2022-01-01;2022-12-31;18269107.00;Conselho Fiscal;1.00;60000.00;0.66;60000.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;
51.218.147/0001-93;2025-12-31;1;148970;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2023-01-01;2023-12-31;20407486.00;Conselho de Administração;3.00;776252.00;3.00;776252.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
51.218.147/0001-93;2025-12-31;1;148970;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2023-01-01;2023-12-31;20407486.00;Diretoria Estatutária;5.00;19631234.00;5.00;11630973.00;634512.00;0.00;0.00;-;0.00;7107791.00;0.00;0.00;0.00;-;257958.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
51.218.147/0001-93;2025-12-31;1;148970;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2024-01-01;2024-12-31;22179540.00;Conselho de Administração;3.00;1998818.00;3.00;798818.00;0.00;0.00;0.00;;0.00;1200000.00;0.00;0.00;0.00;0;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
51.218.147/0001-93;2025-12-31;1;148970;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2024-01-01;2024-12-31;22179540.00;Diretoria Estatutária;5.00;20180722.00;5.00;10953958.00;693501.00;0.00;0.00;0;0.00;8265049.00;0.00;0.00;0.00;0;268214.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
51.218.147/0001-93;2025-12-31;1;148970;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2025-01-01;2025-12-31;29991350.00;Conselho de Administração;3.00;887384.00;3.00;887384.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
51.218.147/0001-93;2025-12-31;1;148970;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2025-01-01;2025-12-31;29991350.00;Diretoria Estatutária;5.00;29103966.00;5.00;12315227.00;922660.00;0.00;0.00;;0.00;9665371.00;0.00;0.00;0.00;;300708.00;5900000.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
51.430.503/0001-38;2025-12-31;1;148648;PORTO SERVIÇO S.A;2024-01-01;2024-12-31;0.00;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;
51.430.503/0001-38;2025-12-31;1;148648;PORTO SERVIÇO S.A;2024-01-01;2024-12-31;0.00;Diretoria Estatutária;5.33;0.00;0.00;0.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;
51.430.503/0001-38;2025-12-31;1;148648;PORTO SERVIÇO S.A;2023-01-01;2023-12-31;0.00;Diretoria Estatutária;4.00;0.00;0.00;0.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;
51.430.503/0001-38;2025-12-31;1;148648;PORTO SERVIÇO S.A;2025-01-01;2025-12-31;0.00;Conselho de Administração;5.33;0.00;0.00;0.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;
51.430.503/0001-38;2025-12-31;1;148648;PORTO SERVIÇO S.A;2025-01-01;2025-12-31;0.00;Diretoria Estatutária;6.00;0.00;0.00;0.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;
51.742.485/0001-20;2025-12-31;2;149533;CONCESSIONÁRIA RODOVIAS DO CAFÉ SPE S.A.;2024-01-01;2024-12-31;924325.31;Diretoria Estatutária;3.00;924325.31;1.25;801768.51;83282.46;0.00;39274.34;FGTS sobre remuneração de colaborador CLT;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO- CIRCULAR 2024 CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros apurado mensalmente, com duas casas decimais.
51.742.485/0001-20;2025-12-31;2;149533;CONCESSIONÁRIA RODOVIAS DO CAFÉ SPE S.A.;2024-01-01;2024-12-31;924325.31;Conselho de Administração;2.25;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO- CIRCULAR 2024 CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros apurado mensalmente, com duas casas decimais.
51.742.485/0001-20;2025-12-31;2;149533;CONCESSIONÁRIA RODOVIAS DO CAFÉ SPE S.A.;2023-01-01;2023-12-31;305460.00;Diretoria Estatutária;1.17;305460.00;0.17;282833.33;0.00;0.00;22626.67;FGTS sobre remuneração de colaborador CLT;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no OFÍCIO- CIRCULAR 2024 CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros apurado mensalmente, com duas casas decimais.
51.742.485/0001-20;2025-12-31;2;149533;CONCESSIONÁRIA RODOVIAS DO CAFÉ SPE S.A.;2025-01-01;2025-12-31;1698112.77;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
51.742.485/0001-20;2025-12-31;2;149533;CONCESSIONÁRIA RODOVIAS DO CAFÉ SPE S.A.;2025-01-01;2025-12-31;1698112.77;Diretoria Estatutária;3.00;1698112.77;1.00;895732.07;193282.89;0.00;71658.57;FGTS sobre remuneração de colaborador CLT;0.00;537439.24;0.00;0.00;0.00;;0.00;0.00;0.00;
51.928.174/0001-50;2025-12-31;1;148457;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2023-01-01;2023-12-31;8887665.00;Conselho de Administração;7.00;1067085.00;7.00;767306.00;166979.00;132800.00;0.00;Não Aplicável;0.00;0.00;0.00;0.00;0.00;Não Aplicável;0.00;0.00;0.00;Não Aplicável
